name,municipality,iata_code
Hinsdale Airport,Hinsdale,
Hogeland Airport,Hogeland,
Remo Private Airport,Reidville,
Atlantic Research Corp Heliport,Orange,
Loury Lester Airpark,Martinsville,
Chippenham Hospital Heliport,Richmond,
Trussmark Airport,Salem,
Heronwood Heliport,Upperville,
Roseland Rescue Squad Heliport,Roseland,
Northampton Accomack Memorial Hospital Heliport,Nassawadox,
Mirador Heliport,Crozet,
Bush Airport,Woolwine,
Wade F Maley Field,Shinnston,
Caswell Airport,Yanceyville,
Hanover Airport,Hanover,
St Joseph's Hospital Heliport,Chewelah,
Sampson Heliport,Camas,
Gower Field,Olympia,
Green Acres Airport,Basin City,
Ochoa Field,Othello,
Wilding Farm Airport,Shaw Island,
Carr Airport,Pasco,
Metaline Radio Heliport,Metaline Falls,
East Gig Harbor Heliport,Gig Harbor,
Cascade Valley Hospital Heliport,Arlington,
Cub Acres Airport,Prairie Farm,
Winch Airfield,Wisconsin Rapids,
St Croix Riviera Airport,River Falls,
Will-Be-Gone Airport,Birchwood,
Saxon Airport,Saxon,
Dolata Airport,Stiles,
Mick Shier Field,Rosiere,
Walnut Wash Airport,Orfordville,
Waukesha Memorial Hospital Heliport,Waukesha,
Rex Ranch Airport,Montello,
Airwolfe Airport,Stockholm,
Fountain Prairie Airport,Columbus,
Tarrant Field,Mount Selman,
Zadow Airstrip,,
Rwave Heliport,Katy,
Northeast Medical Center Hospital Heliport,Humble,
Luscombe Acres Airport,Alvarado,
Mullins Landing Airport,Farmersville,
Noelke Ranch Airport,Mertzon,
Cannon Aviation Airport,Edcouch,
Uscg Port Safety Station Heliport,Houston,
Eugene's Dream Airport,Springtown,
Vultures Row Airport,Sanger,
Harmony Field,Elmendorf,
Moorestown Airpark,Moorestown,
Candlelight Heliport,New Milford,
St Helen Airport,St Helen,
Welke Airport,Beaver Island,
Prickett-Grooms Field,Sidnaw,
Arness Lake Airport,Kenai,
Bangerter Field,Soldotna,
Randal Field,Gosnell,
Rgnl Public Safety Training Academy Heliport,Tucson,
Millinocket Seaplane Base,Millinocket,
The Wilshire Thayer Heliport,Los Angeles,
Amargosa Airport,Death Valley Junction,
Greystone Heliport,Evergreen,
Titus Field,Arthurdale,
Gulf Coast Helicopters Heliport,Panama City,
James A Haley Veterans Hospital Heliport,Tampa,
GDPS - Police Heliport,Lawrenceville,
Nasby Airport,Shelbyville,
Murphy Farms Airport,Farmersville,
Lewis Airfield,Milan,
Waste Management Inc Heliport,Oak Brook,
Maize Airport,Wichita/Maize/,
Vine Grove Airport,Vine Grove,
Roland Airport,Hineston,
Adams Restricted Landing Area Number 1,Pontiac,
Tobey Hospital Heliport,Wareham,
Washington Field,Nanjemoy,
Charlevoix Area Hospital Heliport,Charlevoix,
Harry-Walt Airport,Cedar,
Andrews Airport,Carthage,
Loon Lane Seaplane Base,New Prague,
Spring Hill Airport,Sterling,
Martindale Executive Airpark,Paschall,
Parker Airport,Asbury,
Lakeside Heliport,Middletown,
Shenandoah Airpark,Shenandoah,
Crestline Hospital Heliport,Crestline,
Old 66 Strip,Miami,
Goodin Creek Airport,Gaston,
Phico Heliport,Mechanicsburg,
Sanders Personal Use Airport,Sugar Grove,
Mead Flying Service Airport,Mead,
Bta Heliport,Midland,
Flying Heart Ranch Airport,Waco,
Memorial Hermann Katy Hospital Heliport,Katy,
Tgp 17 Heliport,East Bernard,
Burnt Chimney Airport,Burnt Chimney,
Whitman Community Hospital Heliport,Colfax,
Kanten Field,Baldwin,
Restoration Ranch Airport,Wimberley,
Bluff Park Farm Airport,Wasilla,
Sells Airport,Greenville,
Spawr Heliport,Lake Havasu City,
Fresh Pond Heliport,Pollock Pines,
Gunnersfield Ranch Airport,Delevan,
Houston Heliport,Elizabeth,
Blackcreek International Heliport,Middleburg,
Miami Federal Reserve Bank Heliport,Miami,
Newton Medical Center Heliport,Covington,
Lutheran General Hospital Heliport,Park Ridge,
Morgan Airfield,Salem,
Ted's Place Airport,Paxton,
Westport Airport,Wichita,
Stonehenge Airport,Williamstown,
Sunrise Acres Airport,Petersburg,
Gustafson Airport,Tallulah,
Riverode Farms Airport,Pontiac,
Twin Eagles Airport,Naples,
Belleville (Johnston) Airport,Belleville,
Mattison's Seaplane Base,Forest Lake,
Famuliner Farms Airport,Wakenda,
K & D Airport,Elon College,
Neben Airport,Oconto,
Rbh Heliport,Bound Brook,
St. Elizabeth Hospital Heliport,Utica,
Sattler Landing Strip,Swanton,
Neuwirth Airstrip,Lawton,
Cerny Airport,Seneca,
Ybp Heliport,York,
Schulteis Field,New Oxford,
Bates Field,Odessa,
Moursund Ranch Airport,Round Mountain,
Circle C Ranch Airport,Saginaw,
Grier Airport,Boerne,
Sentara Hampton General Hospital Heliport,Hampton,
I-90/Bellevue Busi Pk Boeing Comp Svcs Hdq Heliport,Bellevue,
Hoffman Prop Inc Heliport,Theinsville,
Flying V Airport,Sanger,
Trophy Lodge Heliport,Delta Junction,
Adams Place Heliport,Prescott Valley,
Quincy Helitack Base Heliport,Quincy,
Iron Mountain Pumping Plant Airport,Desert Center,
Idler Bro's Airport,Kirk,
Lazy B I Ranch Heliport,Winter Haven,
Gator Airpark,St Cloud,
Barbour Island Airport,Shellman Bluff,
St Margaret Mercy Hospital Heliport,Dyer,
Cornerstone Heliport,Warrenville,
Gutwein Airport,Monon,
Wiley Updike Airport,Plano,
Westport Auxiliary Airport,Wichita,
Mount Muncie Airport,Lansing,
Carr Airport,Williamsburg,
Sulphur Mines Heliport,Sulphur,
Foley Airport,Princeton,
Philbrick Mountain Airport,Ellsworth,
Northwoods Airport,Watersmeet,
Bardwell Airstrip,Clearbrook,
Executive Hills Polo Club Heliport,Kansas City,
Bethany South Heliport,Littleton,
Berg Field,Northwood,
J&J Airport,Springfield,
Elmport Heliport,Colts Neck,
Otero Mill Airport,La Luz,
St Marys Heliport,Niagara Falls,
Zeigler Landing Strip,Swanton,
Tathams' STOLport,Findlay,
Jay Heliport,Jay,
Ochs Private Airport,Madras,
York Electro-Panel Psnl Use Heliport,York,
Ibm Distribution Center Heliport,New Kingston,
Rosalia Municipal Airport,Rosalia,
Pierce Field,Port O'Connor,
Chaparrosa Ranch Airport,La Pryor,
Lakeway Regional Hospital Heliport,Morristown,
Galaxy Ranch Airport,Sheridan,
Johnson Space Center Heliport,Houston,
Inova Fairfax Hospital Heliport,Fairfax,
Hiline Heliport,Darrington,
Windhaven Airport,Collins,
El Paisano Airport,Round Top,
Yankee Cove Heliport,Juneau,
Dogwood Airport,Cabot,
Dunton Ranch Airport,Kingman,
Bear Valley STOLport,Bear Valley,
Julian Hinds Pump Plant Airstrip,Desert Center,
Woods STOLport,Montrose,
Wings For Christ International Flight Academy Airport,Waco,
Brookins Air Strip,Chiefland,
Williston Memorial Hospital Heliport,Williston,
Ruffwood Heliport,Atlanta,
Harris Field,Mason City,
Nulltown Wingnuts Ultralightport,Connersville,
St Francis Hospital - Litchfield Heliport,Litchfield,
Benham Airport,Lyons,
Philip Ranch Airport,Hays,
Brooks Field,Brooks,
Moss Regional Hospital Heliport,Lake Charles,
Port Huron Hospital Heliport,Port Huron,
Paynes Airport,DeGraff,
St Mary's Heliport,St Louis,
Sky-Go Farms Airport,Fulton,
Beard Heliport,Fayetteville,
M Heart Ranch Airport,Nortonville,
Bornmann Field,Waverly,
Montegue Heliport,Montegue,
Olmstead Landing Strip,Masonville,
Thompson Drag Raceway Airport,Thompson,
Rick's Airport,Montville,
Haxton Airport,Leedey,
Ribbon Ridge Airport,Newberg,
Gilbert Airport,York,
Finkhaven Airport,Trout Run,
Willard Field,Tekoa,
Salado Airport,Salado,
Moore Private Airport,Azle,
Fire Department Training Center Heliport,Dallas,
Frerich Ranch Airport,Brackettville,
Golden Age Mine Heliport,Idaho City,
Southern Virginia Regional Medical Center Heliport,Emporia,
7 Bays Airport,Davenport,
Vetterkind Strip,New Auburn,
Mc Gregor Airport,Hooper,
Dearing Ranch Airport,Gordon,
Puviaq Airport,Barrow,
Rancho San Marcos Airport,Tombstone,
R.I. San Bernardino G/L Helistop,San Bernardino,
Di Giorgio Ranch Landing Strip,Di Giorgio,
Westberg-Rosling Farms Airport,Roggen,
Clarksville Airport,Clarksville,
Jefferson Landings Airport,Monticello,
Bowens Mill Christian Center Airport,Fitzgerald,
Hendricks Community Hospital Heliport,Danville,
Mendota Community Hospital Heliport,Mendota,
Tucker Farms Airport,Montpelier,
Quad City Medical Force Heliport,Colona,
Ensminger Airport,Moran,
Terry Field,Cunningham,
Malibu Administrative Center Heliport,Malibu,
Era Heliport,Intracoastal City,
Illinois Dept of Transportation Nr 6 Heliport,Springfield,
Labrador Landing Seaplane Base,New Castle,
Frisch Personal Airport,Dumont,
Ozarkcom Army Heliport,St Louis,
Koala-T-Field Airport,Hawk Point,
Bendigo Airport,Tower City,
Benton Farm Airport,Whartonville,
Cruz Farm Heliport,Farmingdale,
New Salem Aerodrome,Farmington,
Medical College of Ohio Hospital Heliport,Toledo,
Licking Memorial Hospital Heliport,Newark,
W.G. Anderson Memorial Airport,Marietta,
Stan Jost Airport,Newberg,
Shontz Airport,Zieglerville,
Altoona Regional Hospital Heliport,Altoona,
Horizon Airport,San Antonio,
Glass Ranch Airport,Carrizo Springs,
Flat Top Ranch Airport,Walnut Springs,
St Mary of the Plains Hospital Heliport,Lubbock,
Fort Clark Springs Airport,Brackettville,
Inova Fair Oaks Hospital Heliport,Fairfax,
Mattawa Air Strip,Mattawa,
Witi Tv Studio Building Heliport,Brown Deer,
Blowout Bench Airport,Ellensburg,
Gun Barrel City Airpark,,
Charles J Hughes Ranch Airport,Big Lake,
Henley Airport,Kenai,
The Bluffs Airport,Henderson,
Emergency Medical Evacuation Heliport,Jerome,
Seven G S Seaplane Base,Mount Vernon,
Orogrande Airport,Orogrande,
Civic Center Heliport,Huntington Beach,
Willis Ranch Airport,Dos Palos,
Miner's Mesa Heliport,Black Hawk,
P W Johnson Memorial Airport,New Martinsville,
Oakesdale Airport,Oakesdale,
Fp & L Nuclear Power Plant Heliport,Fort Pierce,
Sandy Creek Airpark,Panama City,
Rossettie Airport,Manchester,
Effingham County Hospital Heliport,Springfield,
Adair County Memorial Hospital Heliport,Greenfield,
Lowells Landing Airport,Hardinsburg,
Crossroads Community Hospital Heliport,Mount Vernon,
Howard County Jail Heliport,Kokomo,
Reinke Airport,Rochelle,
Bethany Memorial Airport,Bethany,
Esplund Farm Airport,Minneola,
Hisle Field,Winchester,
Station 44 Heliport,Johnson Bayou,
Hausmann Airport,Wyoming,
Norton Field,Riley,
Galler's Airport,Elysian,
Childrens Mercy Hospital Heliport,Kansas City,
Pershing Regional Health Center -Marceline Heliport,Marceline,
Jw Stone Airport,Middlesex,
Jurgens Airstrip,Taylor,
Heaton Airport,Fort Calhoun,
Garfield Heliport,Garfield,
Reiss Game Farm Airport,Olean,
Howensting Airport,Hicksville,
Soltis Field,Marion,
Longhorn Field,Enid,
Malheur Memorial Hospital Heliport,Nyssa,
Marther Field,Albion,
Beaver Seaplane Base,Beaver,
Hopedene Heliport,Newport,
Coleman Cattle Company Nr 1 Airport,Ackerly,
Womack Farm Airport,Waco,
Srigley Field Airstrip,Greeneville,
Venus Airport,Venus,
Leona Ranch Airport,Brackettville,
Harry S Truman Dam & Reservoir Seaplane Base,Warsaw,
Norton Community Hospital Heliport,Norton,
Port Elsner Airport,White Salmon,
Smies Airport,Cedar Grove,
Dickson Field,Oroville,
Nicholson Airport,West Union,
Triple R Airport,San Antonio,
Pogo Mine Airstrip,Delta Junction,
West Valley Medical Center Heliport,Goodyear,
Long Lake Seaplane Base,Naples,
Bald Mountain Heliport,Long Barn,
Emmett Field,Dos Palos,
El Centro Regional Medical Center Heliport,El Centro,
Hoy Airstrip,Bennett,
Peavy Farms Airport,Havana,
Health Central Heliport,Ocoee,
Landings East Sylvania Airport,Sylvania,
Ries Airport,Laotto,
Delnor Community Hospital Heliport,Geneva,
Krebs Airport,Boswell,
Steel Supply Heliport,Rolling Meadows,
Prima Airport,Scott City,
Buzzard's Roost Airport,Lawrenceburg,
Lafayette General Hospital Heliport,Lafayette,
Rose Number 2 Heliport,Barrington,
Kozal Airfield,Sparta,
Hemmingsen Private Airport,Erskine,
Walnut Creek Airport,Elmer,
Flobec Heliport,Moberly,
Skyhaven Airport,Tunkhannock,
Dunroamin Farms Airport,Enfield,
Good Samaritan Heliport,Kearney,
Harris Homestead Heliport,Loudon,
Scher Heliport,Bedminster,
Wyandot Memorial Hospital Heliport,Upper Sandusky,
Hull Airport,Bettsville,
Odom's Roost Airport,Newcastle,
Camp Withycombe Heliport,Clackamas,
Aliquippa Hospital Heliport,Aliquippa,
Mcbc Heliport,Beaver,
Bishop Airport,Decatur,
Coleman Cattle Company Nr 2 Airport,Adrian,
Big Tank Ranch Airport,Salt Flat,
Golden Pegasus Ranch Heliport,Algoa,
Spanish Oaks Airport,Little Elm,
Thomas Memorial Airport,Glendo,
Roubin & Janeiro Inc Heliport,Vienna,
Heineck Farm Airport,Everett,
Viking Gas Transmission County Heliport,Dresser,
Houston County Hospital/King's Inn Heliport,Crockett,
Nakeen Airport,Nakeen,
Tidewater Bluffs Airport,Wasilla,
Banner Thunderbird Medical Center Heliport,Glendale,
Daulton Airport,Madera,
Baker & Hall Airport,Dunlap,
Memorial North Helipad,Colorado Springs,
Memorial Regional Hospital Heliport,Hollywood,
Celebration Health Hospital Heliport,Celebration,
Toland Airport,Milner,
Arch - Effingham Heliport,Effingham,
Memorial Hospital At Jasper Heliport,Jasper,
Mc Donald's Plaza Heliport,Oak Brook,
Abel Ranch Airport,Wilmont,
One Oak Airport,Mount Sterling/Owingsville,
Christus Schumpert Medical Center Heliport,Shreveport,
Briggs Brothers Airfield,Galena,
Long Pond Seaplane Base,North Livermore,
David's Airport,Athens,
Klamar Field,Gatzke,
Springhill Airport,Mount Vernon,
Winnabow Airport,Winnabow,
Nemaha County Hospital Heliport,Auburn,
Liberty State Park Heliport,Jersey City,
Pendleton Airpark,Pendleton,
Collins-Flege Airpark,Mason,
University Hospitals of Cleveland Heliport,Cleveland,
Oklahoma National Guard Heliport,Oklahoma City,
BLM Heliport,Prineville,
Nardo Airport,Allison Park,
Gilfert Airport,Benfer,
Kittie Hill Airport,Leander,
Blue Skies Airport,Azle,
"Rowco, Inc Heliport",San Antonio,
Darnell's Field,Church Hill,
Flying R Ranch Airport,New Braunfels,
Woods Airport,Brookshire,
Camp Friendship Airfield,Palmyra,
Mount Carmel Hospital Ems Heliport,Colville,
Foxewood Airport,New Munster,
Garrett Ranch Airport,Danbury,
Swan Creek Airport,Jonesville,
C.T.S. Airport,Willow,
Tucker Field,Hughes,
Buckhorn Camps Seaplane Base,Norcross/Millinocket/,
Broadcom Corporation Heliport,Irvine,
Pfister Ranch Heliport,Aspen,
Mac's Field,Homestead,
Pomona Landing Airport,Pomona Park,
C&R Farm Airport,Carrollton,
Pam's Place Airport,Eminence,
Fox Station Airport,La Fontaine,
Dixon Correctional Center Heliport,Dixon,
Harrier Heliport,Wolcott,
Red Bud Regional Hospital Heliport,Red Bud,
Yes Bay Lodge Seaplane Base,Yes Bay,WYB
Walter A Swalley Airpark,Baxter Springs,
Owen County Memorial Hospital Heliport,Owenton,
Heinsohn's Airfield,Shreveport,
Eric's Field Airport,Falmouth,
Carls Airport,South Rockwood,
Hagens Private Airport,Gatzke,
Staggs Airport,Ewing,
Stony Branch Airport,Jasper,
Fuquay/Angier Field,Fuquay/Varina,
Folske Ranch Airport,Bowman,
Stava Airport,Brainard,
Hazlet Township Police Heliport,Keansburg,
Flying F Airport,Pendleton,
Valley City Flying Club Airport,Valley City,
Cpc Parma Heliport,Parma,
Pawhuska Heliport,Pawhuska,
Crowley Ranch Airstrip,Crowley,
SAP America Heliport,Newtown Square,
Farmington Township Airpark Heliport,Leeper,
Ranch-Aero Airport,Bigfoot,
Rocking A Airport,Whitney,
Valley International Heliport,Harlingen,
Baylor University Medical Center Grapevine Heliport,Grapevine,
Snake River Seaplane Base,Lewiston,
Hilldale Airport,Stanardsville,
Center Island Airport,Center Island,CWS
Osseo Medical Center Heliport,Osseo,
Smith Aviation Inc Airport,Danevang,
Nancy Lake Seaplane Base,Nancy Lake,
Huttunen Strip,Wasilla,
Perrys Airport,Jacksonville,
Brennand Airport,Neenah,
St Mary Desert Valley Hospital Heliport,Apple Valley,
Milhous Ranch Airport,North San Juan,
Boulder Community Hospital Heliport,Boulder,
Teramiranda Airport,Afton,
Midway Lake Airport,Plant City,
Neal Field,Chiefland,
Coates Airport,Fort Gaines,
Kooskia (Clear Creek Int) Airport,,
Sauer-Harter Airport,Greenfield,
Miller Airport,Ashton,
Memorial Hospital At South Bend Heliport,South Bend,
Hartwell Ranch RLA Restricted Landing Area,Hillview,
Lucas Field,Nicholasville,
Lakeview Regional Medical Center Heliport,Covington,
Pike River Landing,Chassell,
Paul Field,Gatzke,
Faries Field,Williamsville,
Dunham Private Airport,Smithville,
Ridge Soaring Gliderport,Unionville,
Ball Airport,Louisburg,
Reimers Airport,Carrington,
Cambridge Memorial Hospital Heliport,Cambridge,
Philips Lighting County Heliport,Franklin Township,
Smith Airport,Pendleton,
Smith-Stewart Field,Vienna,
Flying J Airport,Pitchin,
Little River Ranch Airport,Pickens,
Cruse Memorial Heliport,Reedsport,
Little Britain Airport,Quarryville,
Geisinger Rooftop Heliport,Danville,
Morris Ranch Airport,Cotulla,
Arrowhead Airport,Lagarto,
Tallows Field,Celina,
Ag-Air Inc. Airport,Brownsville,
Bear River Valley Hospital Heliport,Tremonton,
Windsor Heliport,Windsor,
Grigg Farm Airport,Quincy,
Whitehall Fire Department Heliport,Whitehall,
Ellensburg (Rotor Ranch) Airport,,
Silverton Municipal Airport,Silverton,
Mosby Army Heliport,Dahlonega,
Peterson Field,Plains,
Art Z Airport,Tanana,
Snettisham Airport,Snettisham,
Gaede Airport,Soldotna,
Jack Fish Landing Airport,Wasilla,
Dahler Homestead Airport,Soldotna,
Dan France Airport,Soldotna,
Era Denali Heliport,Healy,
Hess Airport,Wasilla,
Vinduska Airport,Palmer,
Horak Airport,Elberta,
Hammer Field Airport,Eureka Springs,
Ward's Airport,Eudora,
Verser's Landing Airport,Greers Ferry,
Runsick Flying Service Airport,Colt,
Brown'S Airport,Searcy,
Dallas County Medical Center Heliport,Fordyce,
Westcor Aviation Ramp Area Heliport,Scottsdale,
Rainbow Heliport,Peoria,
Hampton Airfield,Hampton,
Miller Farm Landing Strip,Baltimore,
Ellington Airport,Ellington,
Monona Municipal Airport,Monona,
Sig Field,Montezuma,
Abraham Ranch Airport,Lucerne Valley,
Paradise Lakes Airport,Bakersfield,
Mercy Medical Center Heliport,Redding,
Desert Regional Medical Center Heliport,Palm Springs,
Balch Camp Heliport,Balch Camp,
West Side Field Station Airport,Five Points,
Brian Chuchua Jeep Heliport,Placentia,
Eisenhower Medical Center Heliport,Rancho Mirage,
River Meadow Farm Heliport,Rutherford,
Du Bois Ranch Airport,Kerman,
Children's Hospital Oakland Heliport,Oakland,
Rogers Helicopters Inc Heliport,Clovis,
Boeing Canoga Park Heliport,Los Angeles,
Mcmwtc Heliport,Bridgeport,
Playa Vista 1 Heliport,Culver City,
Playa Vista 2 Heliport,Culver City,
Playa Vista 3 Heliport,Culver City,
Geyser Ranch Airport,Ely/Pioche,
Perryman Airport,Placerville,
Parkland Airport,Erie,
Dave Nash Ranch Airport,Guffey,
Hawkins Ranch Airport,Hotchkiss,
Lindys Airpark,Hudson,
Williams Ranch Airport,New Raymer,
Yocam Ranch Airport,Orchard,
Vantage View Airport,Rush,
Frontier Helicopters Heliport,Johnstown,
West Pueblo Airport,Pueblo West,
K2 Heliport Nr 1a Heliport,Silverton,
Priebe Airport,Findlay,
Freedom Air Field,Freedom,
Gates Airport,Garrettsville,
Mills Airport,Mantua,
Dupree Municipal Airport,Dupree,
Florida Keys Memorial Hospital Heliport,Key West,
Sugar Loaf Shores Airport,Key West,
Berry Grove Airport,La Belle,
Pine Ridge Helistop,Fort Myers,
Drake Ranch Airport,Hernando,
Central District Police Station Heliport,Hialeah,
Baptist Medical Center Heliport,Jacksonville,
Doctors Hospital Heliport,Bonifay,
Loxahatchee Airport,Lake Worth,
Lakeland Regional Medical Center Heliport,Lakeland,
Estherbrook Aerodrome,Madison,
Jordan Heliport,Belleview,
Adams Executive Heliport,Winter Haven,
Wellborn STOLport,Wellborn,
Adams Ranch Airport,Fort Pierce,
Haller Airpark,Green Cove Springs,
West Palm Beach Police Station Heliport,West Palm Beach,
Spruce Creek Airport,Daytona Beach,
Lazy S Farm Airport,High Springs,
Dragonfly Airport,Fort Pierce,
Lakewood Ranch Medical Center Helistop Heliport,Bradenton,
Herron Airport,New Cumberland,
Mc Clusky Municipal Airport,Mc Clusky,
Blue Knob Valley Airport,Newry,
St Marys Health Care Systems Heliport,Athens,
Wsb-Tv Heliport,Atlanta,
Mcclellan Airport,Valdosta,
